Label,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Inbound,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,label_encoded
Web Attack - Brute Force,0.032829486,0.29566684,0.028067818,0.12454471,0.24831913,0.73421955,0.04870177,0.01251607,0.034380496,0.23712891,0.114953555,0.25561148,0.19275492,0.14353487,0.19094722,0.10932356,0.09233301,0.22907326,0.1560808,0.10982621,0.20543763,0.09676338,0.23242582,0.069955535,0.2751297,0.09871456,0.042424235,0.15062301,0.009153313,0.14813621,0.040791996,0.20724614,0.16444975,0.2199592,0.04731901,0.051723152,0.031728007,0.18619174,0.2308074,0.2845376,0.047581293,0.14488776,0.12555413,0.19040768,0.2971682,0.24995309,1.0,0.1579154,0.08299406,0.14492396,0.0770487,0.08036613,0.09978441,0.1360007,0.21037403,0.15430062,0.16629428,0.047055498,0.026886638,0.17208461,0.19531225,0.008758669,0.2846506,0.28953987,0.008955209,0.11467541,0.20997751,0.2617327,0.24822642,0.004680556,0.28455186,0.19597559,0.045615856,0.15633112,0.19628665,0.16623755,0.05120676,0.25145742,11
BENIGN,0.7311638,0.26001665,0.00860748,0.22929533,0.10459999,0.27913508,0.041687757,0.19316351,0.22771178,0.043489683,0.26256466,0.121491365,0.009218295,0.4014464,0.0013724054,0.28128853,0.15382303,0.26325876,0.20032872,0.28147155,0.16253993,0.097640835,0.02410913,0.07609642,0.27166212,0.29501,0.011068238,0.0770224,0.06092076,0.1546222,0.1376186,0.2944467,0.10618108,0.17784579,0.23868106,0.0045247865,0.23713213,0.20784791,0.2726889,0.2891834,0.16996907,0.22021198,0.29601702,0.25301424,0.17452319,0.044007517,0.0,0.26301718,0.024994334,0.26606527,0.18925942,0.2429115,0.12064741,0.09201391,0.2908695,0.17688389,0.20561264,0.27816072,0.14242394,0.024646765,0.07450845,0.18700433,0.22889155,0.15180689,0.19243632,0.2044647,0.012529773,0.14265005,0.2631261,0.017904341,0.20241445,0.1654508,0.21577732,0.26738995,0.2664988,0.24680734,0.12980428,0.05342429,0
Bot,0.5709725,0.029785248,0.2652036,0.11755853,0.031003471,0.016354145,0.15286098,0.11305114,0.21779925,0.04767033,0.07415629,0.12247588,0.24845344,0.13067324,0.053611137,0.46528885,0.1788659,0.07097595,0.17451052,0.23835126,0.23665197,0.25599834,0.20686017,0.29521832,0.1837277,0.23371184,0.2517639,0.070929475,0.11217651,0.22297287,0.24819587,0.124109775,0.1504908,0.24735554,0.24906355,0.24423535,0.093511626,0.17998096,0.2820695,0.08764093,0.17452386,0.29722235,0.07672804,0.26787612,0.101709805,0.02639564,0.12543844,0.04856001,0.29909313,0.01077349,0.2319569,0.25070885,0.089466415,0.27093422,0.17297743,0.27251765,0.025658486,0.10707268,0.054575566,0.1371744,0.14166996,0.091702454,0.21437566,0.27014428,0.18901433,0.25288194,0.19482115,0.25590077,0.17221332,0.054197185,0.06784367,0.1075852,0.050284863,0.0525705,0.2900326,0.095264174,0.2967486,0.27380222,1
Web Attack - Brute Force,0.038234226,0.09652544,0.003303769,0.29232588,0.15880775,0.33330053,0.087342024,0.009155654,0.2103416,0.23682007,0.10235585,0.2074974,0.062495284,0.16254357,0.026626142,0.0675568,0.21991213,0.10030001,0.0777885,0.13338436,0.19361725,0.17974964,0.033643626,0.036026396,0.06280079,0.10007055,0.20463373,0.08516244,0.2737101,0.06403988,0.0827966,0.12888296,0.08402239,0.00024168704,0.121873826,0.17577703,0.019778013,0.15511219,0.19436388,0.19515912,0.06383182,0.00657944,0.23137105,0.15596701,0.12066716,0.1318616,1.0,0.057268392,0.09858346,0.2159085,0.13807003,0.09848154,0.1497708,0.10942411,0.07554194,0.2927668,0.25794074,0.011096618,0.2015513,0.029316755,0.2705236,0.29210317,0.046523012,0.25755352,0.1744496,0.09586024,0.08928806,0.26318398,0.12929253,0.23060146,0.026498599,0.24848634,0.23781747,0.15784709,0.25091046,0.18798763,0.1350994,0.25875852,11
Web Attack - XSS,0.033337746,0.1969132,0.0019920282,0.25321817,0.050861415,0.3352692,0.112066895,0.16853736,0.09695688,0.15521102,0.1876735,0.27671152,0.17475674,0.07001049,0.11325904,0.25932166,0.012085117,0.050407294,0.23844883,0.29283795,0.12766571,0.13603476,0.13627589,0.15165128,0.057515,0.039426193,0.113409944,0.10082716,0.12060044,0.07626766,0.24180856,0.11437676,0.025813906,0.093123175,0.0018797324,0.2147644,0.16084558,0.029927272,0.11691455,0.031112926,0.1316929,0.1854819,0.03802284,0.12698555,0.21357432,0.026461463,1.0,0.25404215,0.2667266,0.28325942,0.042179786,0.23567002,0.033558734,0.054117933,0.15336716,0.082508795,0.29351383,0.12294317,0.19214176,0.038192924,0.25358573,0.12088743,0.124729,0.22578876,0.1716233,0.24986395,0.28190637,0.17974502,0.29687792,0.18501225,0.27739245,0.10307879,0.24616003,0.22917467,0.011078962,0.20812684,0.08368625,0.24813464,13
PortScan,0.039035358,0.108942,0.1074893,0.27036276,0.08303446,0.01483646,0.0047880146,0.23860452,0.18502815,0.0072968025,0.08712077,0.2712645,0.14358462,0.276973,0.8103624,0.10450819,0.2307089,0.24448097,0.112237096,0.13719852,0.15558268,0.11470681,0.06534881,0.1509031,0.18364389,0.033073783,0.27351752,0.27491802,0.2580076,0.13927044,0.17865634,0.26893654,0.19977647,0.17534305,0.07340621,0.0015454456,0.24692012,0.05985814,0.2000922,0.25859866,0.2444495,0.030402064,0.24537545,1.0,0.061448347,0.09944914,0.23469397,0.16419496,0.14842619,0.19983621,0.041771054,0.061761886,0.12508783,0.28713512,0.004499998,0.11133348,0.14591596,0.08351361,0.01650852,0.19548286,0.2575075,0.17330213,0.04969418,0.048906595,0.29979154,0.15566367,0.043536875,0.004685085,0.006665936,0.121825665,0.16983269,0.22319072,0.009740029,0.08940249,0.24978706,0.100079425,0.13794816,0.14775752,9
BENIGN,0.4089475,0.11720811,0.28154063,0.24217267,0.21209243,0.052492518,0.18538696,0.17785951,0.2371314,0.17376177,0.28904068,0.05971746,0.049650554,0.43813312,0.29872513,0.07138629,0.016152022,0.19719765,0.22418575,0.15312384,0.0683629,0.1488729,0.09229963,0.06530059,0.15034941,0.014318233,0.21505202,0.22968188,0.29557872,0.26362145,0.088405594,0.09126043,0.13315228,0.21726587,0.012292457,0.2885223,0.21079624,0.25519368,0.2070233,0.2762504,0.24511078,0.13078728,0.2126618,0.28263563,0.2835053,0.27006412,1.0,0.1904117,0.16495356,0.057032686,0.1375963,0.04042275,0.04607513,0.04731902,0.14183177,0.026096184,0.2577445,0.27195376,0.20278412,0.15546738,0.28613526,0.09653246,0.18122122,0.2394451,0.22089434,0.25317222,0.06990536,0.24052429,0.010628381,0.16541949,0.002894179,0.10479191,0.17379647,0.21311723,0.14942025,0.28444162,0.15341607,0.021510376,0
DDoS,0.028587548,0.09317384,0.17043193,0.14530261,0.11510462,0.14552231,0.029498449,0.23331134,0.069294944,0.14706422,0.29196438,0.041225944,0.028374422,0.9421773,0.97613883,0.18204544,0.17616346,0.2715321,0.19838174,0.14904442,0.27459285,0.29871076,0.058784276,0.008975902,0.13844876,0.15199082,0.11151432,0.27038735,0.26523322,0.19316359,0.22448021,0.09825726,0.25145292,0.029365191,0.29906642,0.13658664,0.21337405,0.16567972,0.2258245,0.272939,0.2597182,0.29974782,0.18100338,0.0,0.27758545,0.015606718,0.199635,0.109362505,0.047951765,0.10160995,0.097357824,0.2611134,0.10391103,0.12603089,0.20447063,0.048984293,0.255825,0.28524613,0.09368021,0.26489836,0.10931429,0.07819759,0.10881244,0.14077063,0.08240273,0.06961693,0.14741975,0.21498853,0.08417123,0.13521053,0.25991648,0.038676824,0.28230935,0.18341404,0.0018932074,0.16355556,0.20859864,0.13788106,2
FTP-Patator,0.36112225,0.026649943,0.106602855,0.02549203,0.25969422,0.25239936,0.2975287,0.12533887,0.11431716,0.17826818,0.23634045,0.15861684,0.13421693,0.13796006,0.17130798,0.052964006,0.18383072,0.13369854,0.27334616,0.16117187,0.07795397,0.043128632,0.12525167,0.07460116,0.19968499,0.29740494,0.10500212,0.08227808,0.20549828,0.16078392,0.0356336,0.06766042,0.058550227,0.0399171,0.024368955,0.13889766,0.1438996,0.122241534,0.06677978,0.21732967,0.09479176,0.1320707,0.009242939,1.0,0.20882589,0.1805084,1.0,0.21496218,0.05730733,0.1261257,0.15863901,0.03511812,0.15986398,0.28979507,0.24051255,0.12416202,0.04235417,0.056476217,0.21730329,0.2868096,0.10526867,0.07897002,0.04018894,0.09872819,0.1348368,0.15132913,0.18241338,0.017943023,0.2811108,0.13703033,0.07644351,0.25777668,0.026325993,0.22426459,0.06912199,0.03638655,0.14725816,0.27487385,7
SSH-Patator,0.44922426,0.07195795,0.15371874,0.046484422,0.2145609,0.009193025,0.16394989,0.001409941,0.2859894,0.15723863,0.03320164,0.25686595,0.23896448,0.1839601,0.026568769,0.2074227,0.07036823,0.21876575,0.0159723,0.12515073,0.065866254,0.23185979,0.1425869,0.27820536,0.19271204,0.23857714,0.19379108,0.0569607,0.22593772,0.17972402,0.20915367,0.28022408,0.092968814,0.070260935,0.2180248,0.16156957,0.24324913,0.16523318,0.26728803,0.22876565,0.22290578,0.063865915,0.06876111,1.0,0.2136891,0.12468347,1.0,0.13716729,0.2032004,0.2711452,0.2840553,0.24787344,0.07675944,0.07827866,0.11658572,0.016762447,0.1748813,0.015836108,0.15006489,0.07765147,0.18170832,0.09780164,0.19917794,0.181943,0.08122084,0.012823832,0.24866802,0.0020500391,0.1833166,0.09117726,0.09134458,0.15244575,0.2777371,0.10889867,0.08465087,0.0032059513,0.21827908,0.26425275,10
Infiltration,0.12994021,0.13720965,0.09792812,0.16876452,0.23816888,0.26851934,0.199631,0.018906772,0.15589263,0.16613948,0.12672135,0.12878405,0.1732118,0.2661808,0.2101348,0.1065566,0.2695487,0.13354579,0.24909434,0.102322586,0.16067186,0.2193587,0.28095242,0.20184278,0.061475936,0.025759138,0.19770306,0.040557932,0.046342876,0.14934859,0.069016956,0.016569892,0.144655,0.16978666,0.027071731,0.23823342,0.13214622,0.034979016,0.15594867,0.11133509,0.13422139,0.20358326,0.21813422,0.07065924,0.18464233,0.25192645,0.110930495,0.22133036,0.19028938,0.2825679,0.033304386,0.054077946,0.02373591,0.09695059,0.07913505,0.057412613,0.08817869,0.19203925,0.28325328,0.26968232,0.13674457,0.05607968,0.1970683,0.076033,0.16568626,0.012836002,0.29609966,0.25632077,0.032633,0.033650175,0.2806512,0.27972275,0.075929165,0.22969623,0.0806336,0.22015376,0.027532369,0.19967766,8
Web Attack - SQLi,0.21644093,0.028844332,0.23197275,0.17780533,0.14245473,0.4193522,0.067042224,0.26339018,0.17897698,0.2724103,0.21019089,0.28849408,0.2563598,0.12706214,0.058539886,0.16278003,0.08240261,0.19723286,0.25173628,0.27091858,0.20489259,0.052787356,0.27060968,0.1165666,0.14745529,0.2661654,0.27731493,0.0314824,0.056018732,0.18483433,0.28394353,0.1511418,0.03384464,0.012715412,0.25669405,0.025091222,0.011647914,0.2676298,0.08460081,0.068857566,0.25405645,0.090131395,0.14937791,0.23071358,0.15287614,0.018387245,1.0,0.058378216,0.09002354,0.10944495,0.05449523,0.012131053,0.069465786,0.20025347,0.2104754,0.11099155,0.07281529,0.021937825,0.1287286,0.10324424,0.085864015,0.0072590006,0.018123297,0.24990499,0.103489265,0.27400565,0.24794945,0.15794234,0.03780042,0.1440403,0.14897637,0.08431106,0.1567191,0.22063786,0.17898555,0.08061501,0.16385306,0.16785146,12
FTP-Patator,0.54528505,0.17895943,0.08571886,0.15573525,0.055141933,0.1953988,0.16404806,0.16955513,0.038189054,0.24657685,0.29154235,0.0661983,0.20853277,0.060172595,0.2963629,0.17505875,0.13920367,0.2997068,0.10384935,0.036496792,0.08928418,0.12610951,0.26775762,0.17769966,0.1687486,0.20792817,0.2326719,0.16323113,0.105974615,0.05220517,0.22559303,0.17952088,0.016134627,0.2961295,0.15019369,0.004977125,0.022564102,0.16975603,0.16958463,0.19163403,0.034778107,0.12723802,0.22932465,1.0,0.051649135,0.17329335,1.0,0.1241275,0.0011853894,0.197504,0.26591542,0.29130146,0.016553767,0.04259657,0.017828252,0.009026885,0.19767448,0.07092492,0.14646246,0.08092544,0.190111,0.24485642,0.19342744,0.2785759,0.26035815,0.11116316,0.21893398,0.12741193,0.26921177,0.22311412,0.19957945,0.27227375,0.22783667,0.23713543,0.28998086,0.24428196,0.090516806,0.07415765,7
BENIGN,0.67064387,0.21957785,0.047631316,0.22440985,0.050747648,0.2629719,0.20697321,0.20120493,0.06606067,0.1295103,0.01191235,0.10379229,0.006829866,0.21342336,0.054253496,0.20308578,0.07001535,0.27006826,0.16583936,0.13467214,0.1270645,0.13460231,0.0630185,0.12551165,0.0041553928,0.124603644,0.11454931,0.01281485,0.18251985,0.2357911,0.057283793,0.13828947,0.27398986,0.26987827,0.07791848,0.06608497,0.0657442,0.17671682,0.25188088,0.073050864,0.19279611,0.21299171,0.040269915,0.026783332,0.026572512,0.13515823,0.0,0.10701187,0.29260904,0.09717594,0.09866387,0.22206345,0.28242847,0.19356036,0.2308369,0.0684202,0.056210205,0.29927635,0.28966007,0.10322396,0.24124104,0.08463196,0.016181445,0.20818248,0.1615312,0.015759205,0.12703793,0.1757655,0.11839878,0.013059024,0.2810098,0.27838758,0.266034,0.20924911,0.27147818,0.25665954,0.16334812,0.15360256,0
DoS Hulk,0.17912996,0.2654465,0.066492364,0.044863153,0.28245404,0.86539155,0.1885584,0.09772651,0.16735832,0.29139757,0.06702984,0.166252,0.27523327,0.81019783,0.24801052,0.17172104,0.21479245,0.052366212,0.07841774,0.2910651,0.25387758,0.19548942,0.074569285,0.17751493,0.29982513,0.17474177,0.12695624,0.12635902,0.2969891,0.10519958,0.032349393,0.05012666,0.21026953,0.14573017,0.14579177,0.21257181,0.17076115,0.06499291,0.12737887,0.10601395,0.13208921,0.09174795,0.18184513,0.009042026,0.102353506,0.18247549,0.23702098,0.17796846,0.15360057,0.07721953,0.0076467753,0.11912983,0.28867093,0.18260445,0.2157762,0.18060376,0.14520603,0.28049597,0.07405061,0.29273495,0.19546287,0.12616825,0.085988864,0.04211111,0.13807169,0.24363254,0.008941088,0.27657536,0.29019505,0.10161684,0.19079734,0.14083762,0.28724635,0.1484403,0.024926506,0.18996893,0.06847396,0.06528934,4
PortScan,0.03225493,0.043731004,0.25389758,0.26116616,0.19492702,0.1449654,0.13873366,0.11432851,0.21840544,0.049626607,0.01791204,0.048343368,0.19696642,0.281763,0.6570606,0.027287994,0.051412124,0.046827503,0.18523745,0.22401735,0.27937767,0.08035811,0.16750143,0.25410149,0.19035955,0.15847772,0.20832968,0.1753308,0.2457891,0.07977724,0.24569894,0.047175128,0.28319556,0.13679883,0.18587844,0.1294975,0.14000396,0.109078124,0.055950772,0.20723964,0.24768195,0.15316968,0.06524392,1.0,0.14787576,0.07197337,0.14882891,0.17800865,0.0119855,0.016204454,0.0027292196,0.26069552,0.21087296,0.06256245,0.21947965,0.2605931,0.078719646,0.14074811,0.24219684,0.20216149,0.25277522,0.03393078,0.2872063,0.010509174,0.07625511,0.027369246,0.21575715,0.2048287,0.0664926,0.27308187,0.15938723,0.17624886,0.29629898,0.128073,0.15648407,0.14045623,0.21697807,0.021416262,9
SSH-Patator,0.5463798,0.10341083,0.25806886,0.10954388,0.08665699,0.29151985,0.275828,0.26923314,0.04164324,0.25006238,0.035907064,0.25901023,0.01010941,0.09275524,0.28447965,0.16420239,0.0028736822,0.07256074,0.27376726,0.046508055,0.06968651,0.042983185,0.12200738,0.21041444,0.15592682,0.073347814,0.22738244,0.09405795,0.25126907,0.13034964,0.1765349,0.26067486,0.21171424,0.082274914,0.15869635,0.04732007,0.03828593,0.18462147,0.1272149,0.06855856,0.16900551,0.1629108,0.18202841,1.0,0.072610565,0.08693823,1.0,0.08282855,0.22793113,0.23593235,0.120213255,0.19526622,0.015542601,0.023412453,0.065338075,0.17448202,0.2827946,0.043180637,0.049572356,0.17460187,0.09211381,0.14289987,0.2414383,0.15873644,0.29729155,0.12341946,0.0908882,0.250406,0.022854969,0.110400945,0.18330503,0.1190104,0.2915883,0.13168216,0.27616218,0.045822658,0.06346114,0.03842942,10
Web Attack - Brute Force,0.24942762,0.20681332,0.093250625,0.080243096,0.19807407,0.53707397,0.003722773,0.13307254,0.020707792,0.11211686,0.12389339,0.29716188,0.23959312,0.28963888,0.26485565,0.04782555,0.15103951,0.1627277,0.11734166,0.11147004,0.053622782,0.1389842,0.17051354,0.11339982,0.043537065,0.25129473,0.16977286,0.23090774,0.17204958,0.12207336,0.23863338,0.26850593,0.16842386,0.2707247,0.13265534,0.16594021,0.2845145,0.26551014,0.050812203,0.09105974,0.06495196,0.082728416,0.24422896,0.038579136,0.02459341,0.011219416,1.0,0.17942049,0.24256559,0.16575569,0.27672935,0.22494006,0.18617548,0.20249793,0.086756736,0.10012021,0.19058019,0.19031216,0.1724165,0.06570705,0.2175345,0.06967471,0.10310703,0.18812525,0.123775996,0.19202054,0.115918815,0.062313262,0.01271336,0.21542613,0.028593667,0.13207948,0.18879794,0.036416784,0.17633916,0.25266266,0.027342431,0.11203243,11
BENIGN,0.3056125,0.11613331,0.16893433,0.28964707,0.26731187,0.2708052,0.23765117,0.10870427,0.23217094,0.17956388,0.10889534,0.15932916,0.25936258,0.1375904,0.26961198,0.21303448,0.09806576,0.12073668,0.12962958,0.12992923,0.006182543,0.05430085,0.13074508,0.027233895,0.042115413,0.278572,0.16981937,0.27126038,0.19489308,0.10680295,0.24339469,0.17339583,0.15789725,0.027561586,0.061622266,0.012161826,0.02563884,0.26732105,0.23735332,0.066520944,0.07262908,0.14706744,0.09910915,0.16644451,0.06504809,0.12221946,0.0,0.13780506,0.2625914,0.15943742,0.1280588,0.15313327,0.22231098,0.2995441,0.008869453,0.15508367,0.20161523,0.12140484,0.1714829,0.016067432,0.084121116,0.113160126,0.12187636,0.20447746,0.27071092,0.018321319,0.13477494,0.11933884,0.28943425,0.21179469,0.28646535,0.1509781,0.18831824,0.25632513,0.01099275,0.2775902,0.14285856,0.28841525,0
Web Attack - SQLi,0.12976159,0.13900957,0.09551007,0.13594006,0.26398838,0.48519,0.062047396,0.04465246,0.064805984,0.17946242,0.2432994,0.2969382,0.20687245,0.2193223,0.29736704,0.26106367,0.22319692,0.11701226,0.048375696,0.14186172,0.21940742,0.09145097,0.2986319,0.104391135,0.06066887,0.23268464,0.08275721,0.09679157,0.0281227,0.024663685,0.23564215,0.14722084,0.06602135,0.21378016,0.1661823,0.079882465,0.041524805,0.03609185,0.018876618,0.007086102,0.17986783,0.029930502,0.282233,0.19338568,0.23946019,0.294767,1.0,0.2127188,0.17428963,0.082102746,0.28912508,0.06669931,0.035056204,0.18400377,0.14202595,0.036391944,0.20392704,0.12822014,0.09678019,0.20020129,0.11439994,0.028600546,0.24941775,0.17249109,0.027854688,0.2510922,0.026132535,0.032920487,0.08584998,0.12943982,0.12457057,0.2871253,0.11701368,0.07671632,0.16652027,0.05193251,0.26494858,0.28985012,12
Web Attack - SQLi,0.0021796315,0.1631138,0.22281626,0.1460764,0.15577821,0.7588664,0.2121597,0.24598971,0.19212155,0.2005728,0.13771336,0.19498564,0.28883985,0.09566865,0.16281818,0.004107802,0.28989074,0.04132128,0.061495785,0.010836188,0.05896037,0.13866109,0.16652203,0.026522191,0.15607063,0.041411284,0.14782593,0.19223522,0.0429302,0.025142848,0.1589262,0.14621355,0.20307174,0.2810301,0.17613526,0.0046084514,0.26486903,0.2954328,0.01592554,0.21591355,0.0845108,0.25881273,0.10048127,0.2563658,0.07630026,0.122605585,1.0,0.19171555,0.037359107,0.17224847,0.12660813,0.2772939,0.12647465,0.17760906,0.26333132,0.29932153,0.16502002,0.28832778,0.16556437,0.10660783,0.13878603,0.09687754,0.12763745,0.15186448,0.26920947,0.24746223,0.025279554,0.21335962,0.20484374,0.23086768,0.18527348,0.014169542,0.17066386,0.18576273,0.19134499,0.0147421295,0.11378343,0.28995848,12
DoS Hulk,0.1942665,0.29756635,0.2118933,0.19233136,0.23083265,0.7650645,0.08561973,0.24434792,0.035020515,0.2528513,0.119118035,0.0017825584,0.013385561,0.7437436,0.02409796,0.26603016,0.0011250187,0.2316806,0.17521472,0.1254475,0.03435097,0.28039882,0.12173535,0.20418794,0.10793908,0.2047211,0.29406866,0.013804751,0.28413028,0.27781272,0.23282403,0.24626844,0.23091424,0.0009372954,0.12176154,0.17942533,0.13275924,0.24065329,0.18723567,0.20118368,0.13992918,0.08129759,0.22352609,0.20500647,0.17269811,0.21957058,0.23709129,0.06899557,0.018573964,0.048323818,0.09325529,0.18075679,0.23848672,0.021350536,0.026792126,0.019245353,0.19026618,0.17886265,0.14266375,0.032274526,0.08851782,0.044431258,0.08067855,0.23606819,0.10486857,0.06967053,0.19332792,0.06799522,0.27429208,0.06675005,0.13084586,0.10542335,0.10862541,0.0017282934,0.24197212,0.041790932,0.0063119913,0.2051699,4
SSH-Patator,0.2774689,0.24881928,0.24128541,0.25504518,0.00735989,0.20651437,0.25215474,0.11272489,0.1976277,0.2413471,0.03361268,0.13687883,0.12340717,0.1690692,0.027411973,0.091335654,0.049544126,0.27202272,0.19439018,0.14055721,0.03209634,0.15071617,0.0042010522,0.068823375,0.21296953,0.08710797,0.046761144,0.09327531,0.066785,0.014295252,0.27035114,0.15345575,0.15434526,0.13100581,0.16901003,0.2983981,0.24959932,0.17389013,0.2530667,0.007895659,0.20767725,0.2987783,0.07959261,1.0,0.22445813,0.23045377,1.0,0.028984334,0.29988828,0.2087338,0.26111346,0.147818,0.29588705,0.027526317,0.24671727,0.17301235,0.2352892,0.15109265,0.0062713227,0.24738032,0.20692505,0.062103022,0.032942764,0.24748613,0.1108151,0.12876669,0.109900676,0.21978311,0.022079997,0.09965264,0.23395859,0.08255129,0.095433265,0.19713722,0.2348147,0.2623929,0.09684697,0.067226306,10
DoS Hulk,0.29124314,0.03877043,0.06817047,0.1894664,0.28643113,0.8073725,0.040734738,0.11046753,0.16005844,0.014723534,0.16822073,0.29957387,0.20793895,0.6193179,0.27305302,0.12764663,0.05184032,0.038653404,0.25721097,0.1633284,0.17788069,0.031945687,0.07282956,0.012893947,0.16972178,0.021695457,0.24597898,0.114854515,0.2455847,0.06512012,0.10056337,0.26759374,0.24019346,0.06219376,0.06170441,0.13063946,0.17909281,0.2433722,0.075949624,0.043815117,0.14650932,0.0067441002,0.07386624,0.08865892,0.12947738,0.27855688,0.18203156,0.07658872,0.08074781,0.082955204,0.15085953,0.17660801,0.22554913,0.033866845,0.060246825,0.0034319297,0.054732528,0.093297474,0.028219046,0.06434645,0.0025588193,0.08635734,0.068927824,0.23794158,0.04417422,0.0564388,0.14328112,0.26899078,0.24375834,0.21641946,0.12583947,0.21748982,0.17540482,0.24747594,0.0947456,0.088058114,0.035582837,0.14344738,4
DDoS,0.05492836,0.07799657,0.17721573,0.14510347,0.18841751,0.049948364,0.2073138,0.091321595,0.07356695,0.009488836,0.07361266,0.046824425,0.05575143,0.8745884,0.84283674,0.25934058,0.14756119,0.05296595,0.048894737,0.1833094,0.020247022,0.0055734036,0.22463657,0.141966,0.01748814,0.19253726,0.19010413,0.16514911,0.26789552,0.1550393,0.014430849,0.021062749,0.109043725,0.28265873,0.25191617,0.073957324,0.0706429,0.24427883,0.17266187,0.17084093,0.19839767,0.09434843,0.04851858,1.0,0.22473988,0.24467984,0.20803268,0.23709865,0.18430242,0.24065647,0.056976322,0.29241517,0.06565633,0.14990076,0.0012436082,0.22758545,0.020234533,0.043957684,0.28561857,0.06670272,0.2783136,0.09924785,0.06818723,0.115976974,0.29475948,0.13404669,0.14852615,0.28927237,0.0004178009,0.07736776,0.29434893,0.15326048,0.24352,0.09211324,0.08142175,0.22909503,0.11385282,0.017238861,2
PortScan,0.031505976,0.039296944,0.20206405,0.030150518,0.13693514,0.25100037,0.2605814,0.021412304,0.1262503,0.2355787,0.23050223,0.25150287,0.01719594,0.20588364,0.66727084,0.010209151,0.28663656,0.24625677,0.20897514,0.030871404,0.20487851,0.1145863,0.25752532,0.2887554,0.122521475,0.19973408,0.017311858,0.28984067,0.28415498,0.08454176,0.070705,0.00073709415,0.043026816,0.24828084,0.13719639,0.062277194,0.16720653,0.040002286,0.15437193,0.14060633,0.12685938,0.07665371,0.038156305,1.0,0.11818481,0.2605756,0.14414863,0.2567418,0.17530912,0.19354075,0.078252405,0.2572302,0.04502033,0.1935224,0.2705079,0.05927233,0.09565294,0.28966996,0.046632227,0.0075641973,0.26783326,0.12546726,0.013483671,0.2526969,0.17035405,0.22392064,0.0052895453,0.23267184,0.16198297,0.23259701,0.014254171,0.19074872,0.00630083,0.033709217,0.28489998,0.009671337,0.015612597,0.05729217,9
DDoS,0.094126515,0.2140721,0.0072932346,0.27843687,0.21000434,0.22660413,0.11259708,0.112139046,0.02810107,0.14414525,0.08871454,0.14247946,0.09333539,0.90376204,0.9795422,0.04136788,0.2618198,0.13629046,0.13146913,0.21695226,0.026061904,0.26131818,0.19707708,0.24744327,0.28107235,0.10291171,0.100145474,0.20881891,0.05999428,0.19718784,0.021249773,0.1040007,0.101050556,0.23798583,0.052937157,0.20403425,0.2801817,0.25043032,0.16891024,0.21241897,0.08620997,0.20543154,0.2734416,1.0,0.25900534,0.18712635,0.19301644,0.113245614,0.085823864,0.085994594,0.2969667,0.030028949,0.15405817,0.1441685,0.17270164,0.11470625,0.096199565,0.178301,0.2338783,0.19111916,0.18335569,0.25913304,0.25607947,0.18263538,0.15282017,0.07497674,0.12508334,0.29676738,0.13853608,0.23115051,0.060795333,0.015846603,0.07821452,0.04640867,0.022940867,0.028302822,0.06807805,0.012233611,2
